productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Lambskin Quilted Two Tone Clutch With Chain Burgundy Black,https://www.fashionphile.com/chanel-lambskin-quilted-two-tone-clutch-with-chain-burgundy-black-485538,"
                                                    $1,355                                            ",Chanel,,485538,Crossbody,7.5 ,4.75 ,1.25 ,9.25 ,2016,"authenticity card, strap","We guarantee this is an authentic CHANEL Lambskin Quilted Two Tone Clutch With Chain Burgundy Black or 100% of your money back. The wallet is crafted of luxuriously soft diamond quilted lambskin leather in burgundy. The wallet on a chain features black trim around the flap, a gold chain-link shoulder strap with black fabric threading, and a small gold Chanel CC logo on the front flap. The flap opens to a black fabric interior for day or evening essentials, only from Chanel.",Very G,"Corner wear, edge wear , imprints, popped stitch(es), faint scuffs","Scratch(es) , pitt",Frayed stitch(es),"Residue marks , creases, scuffs , musty od",
Calfskin Quilted Belt Me Up Waist Bag Black,https://www.fashionphile.com/chanel-calfskin-quilted-belt-me-up-waist-bag-black-471182,"
                                                    $2,100                                            ",Chanel,,471182,Belt Bags,12.5 ,6 ,2.5 ,,,"box, dust bag, authenticity card",We guarantee this is an authentic CHANEL Calfskin Quilted Belt Me Up Waist Bag Black or 100% of your money back. This stylish waist bag is finely crafted of diamond quilted black calfskin leather. The bag features a ruthenium chain link and leather waist strap with an adjustment buckle and a top zipper pocket with a ruthenium Chanel CC zipper pull. This opens to a fabric interior with a patch pocket for everyday essentials with the timeless style of Chanel!,Very G,"Creases, marks, faint scuffs",Scratch(es),"Scuffs , sizing marks",,
Caviar Quilted Medium Double Flap Dark Pink,https://www.fashionphile.com/chanel-caviar-quilted-medium-double-flap-dark-pink-444192,"
                                                    $4,695                                            ",Chanel,"5,800",444192,Handbags,9.75 ,5.75 ,2.25 ,16.25 ,2006,"box, dust bag","We guarantee this is an authentic CHANEL Caviar Quilted Medium Double Flap Dark Pink or 100% of your money back. This classic flap bag is beautifully crafted of luxurious diamond-quilted caviar leather in dark pink. The bag features a rear patch pocket, a leather-threaded polished silver chain link shoulder strap, and a matching silver classic CC turn lock on the crossover flap. This opens the bag to reveal an inner flap, and a smooth pink leather interior with patch pockets. This is a beautiful shoulder bag, perfect for any occasion, from Chanel! ",Excell,,Faint scratch(es),,mprints,
Suede Quilted Bible Book CC Clutch Black,https://www.fashionphile.com/chanel-suede-quilted-bible-book-cc-clutch-black-415629,"
                                                    $2,715                                            ",Chanel,,415629,Clutch & Evening,6.5 ,4.75 ,1.25 ,,,"authenticity card, dust bag, box","We guarantee this is an authentic CHANEL Suede Quilted Bible Book CC Clutch Black or 100% of your money back. This show stopping clutch is crafted of quilted black suede with gold trim accents. The clutch features a gold tassel and opens like a book to a beige fabric interior for an evening's essentials, only from Chanel. ",Very G,Corner wea,,,mprints,
Caviar Quilted Expandable Zip Shoulder Bag White,https://www.fashionphile.com/chanel-caviar-quilted-expandable-zip-shoulder-bag-white-485708,"
                                                    $1,115                                            ",Chanel,"2,700",485708,Handbags,16.5 ,9.25 ,1.25 ,7.25 ,Circa 2010s,dust bag,"We guarantee this is an authentic CHANEL Caviar Quilted Expandable Zip Shoulder Bag White or 100% of your money back. This stylish shoulder bag is finely crafted of caviar leather in white with the iconic diamond stitch pattern and a prominent frontal CC stitched logo. The silver tone hardware includes the expandable zipper and chain link threaded shoulder straps. The exterior zipper at the base can be opened or closed to expand the overall depth of the bag. The interior has a beige textile lining and features a zipper pocket, open pocket, and a cell phone pocket. This beautiful handbag showcases the elegance that Chanel is known for!",Very G,"Discoloration, edge wear , pilling , glue residue , marks, tear or cu",Faint scratch(es),"Discoloration, frayed stitch(es)","Surface wear, marks",
Denim Calfskin Quilted Backpack Dark Grey Black,https://www.fashionphile.com/chanel-denim-calfskin-quilted-backpack-dark-grey-black-486129,"
                                                    $2,075                                            ",Chanel,,486129,Backpacks,10.25 ,12 ,5 ,17 ,2017,authenticity card,"We guarantee this is an authentic CHANEL Denim Calfskin Quilted Backpack Dark Grey Black or 100% of your money back. This stylish backpack is beautifully crafted of diamond-quilted washed denim in dark grey. It features gold chain link leather threaded shoulder straps, a facing external flap that opens with a gold Chanel CC turn lock, and a crossover top flap that closes with a cinch cord. This opens to a spacious red fabric interior with a zipper pocket for everyday essentials with the timeless style of Chanel! ",Excell,"Scuffs , faded area(s), pilling , marks",Scratch(es),Sizing marks,Pilling,
Metallic Lambskin Quilted Medium Double Flap Bronze,https://www.fashionphile.com/chanel-metallic-lambskin-quilted-medium-double-flap-bronze-484123,"
                                                    $3,595                                            ",Chanel,"5,800",484123,Handbags,10 ,5.75 ,2.25 ,9.25 ,,"authenticity card, dust bag","We guarantee this is an authentic CHANEL Metallic Lambskin Quilted Medium Double Flap Bronze or 100% of your money back. This classic Chanel shoulder bag is crafted of sturdy, soft and smooth diamond quilted bronze lambskin leather. The shoulder bag features a silver tone chain link straps threaded with leather. The front flap has a silver Chanel CC turn lock that opens to a gold leather interior with zipper and patch pockets. This is an excellent and functional bag for everyday use or socializing that calls for the special timeless quality and style only from Chanel. ",Excell,"Corner wear, creases, edge wear , faint scuffs",Scratch(es),Edge wear,Residue marks,
Suede Square Stitched Mademoiselle Shoulder Bag Beige,https://www.fashionphile.com/chanel-suede-square-stitched-mademoiselle-shoulder-bag-beige-487850,"
                                                    $520                                            ",Chanel,,487850,Handbags,9 ,4.75 ,1 ,19 ,2002,,"We guarantee this is an authentic CHANEL Suede Square Stitched Mademoiselle Shoulder Bag Beige or 100% of your money back. This shoulder bag is crafted of suede leather in beige. The bag features leather trim, a leather shoulder strap, an optional silver chain shoulder strap, and a large silver Chanel mademoiselle turn lock. The crossover flap opens to a beige fabric interior with a zipper pocket. This is a perfect handbag for day and evening wear, with the timeless style of Chanel!",Very G,"Corner wear, color transfer , edge wear , marks, imprints","Scratch(es) , tarnish","Edge wear , scuffs , marks, nick(s)","Scuffs , marks, imprints",
Patent Quilted Chic and Glitter Large Tote Black,https://www.fashionphile.com/chanel-patent-quilted-chic-and-glitter-large-tote-black-485977,"
                                                    $1,000                                            ",Chanel,"3,250",485977,Handbags,13.5 ,10.5 ,7 ,9.5 ,,dust bag,"We guarantee this is an authentic CHANEL Patent Quilted Chic and Glitter Large Tote Black or 100% of your money back. This super chic tote is crafted of glossy diamond quilted patent leather and features silver chain link top handles threaded with leather and a front zipper pocket with a large Chanel CC zipper pull. The top is open to a fabric interior with zipper and patch pockets. This is a stylish tote for everyday use, from Chanel! ",Very G,"Corner wear, creases, structure loss , marks",Scratch(es),Peeling,"Fading, surface wea",
Grained Calfskin Medium Neo Executive Shopper Tote Dark Blue,https://www.fashionphile.com/chanel-grained-calfskin-medium-neo-executive-shopper-tote-dark-blue-488338,"
                                                    $2,075                                            ",Chanel,"3,900",488338,Handbags,15.25 ,11 ,6.25 ,4.25 ,2017,(strap not included),"We guarantee this is an authentic CHANEL Grained Calfskin Medium Neo Executive Shopper Tote Dark Blue or 100% of your money back. This is a stylish tote crafted of grained calfskin leather in navy blue. The bag features rolled leather handles, a rear pocket and a front facing pocket with a polished light gold CC turn lock. The top is open to a blue fabric interior with a central zipper compartment and additional zipper and patch pockets on both sides. This is an ideal everyday tote with the timeless style of Chanel!",Very G,"Corner wear, scuffs , nicks , marks",Scratch(es),"Scuffs , structure wear, missing adjustable strap","Residue marks , scuffs , pocket(s) stretched",
Caviar Stitched Small Boy Flap Dark Orange,https://www.fashionphile.com/chanel-caviar-stitched-small-boy-flap-dark-orange-483893,"
                                                    $2,280                                            ",Chanel,,483893,Crossbody,7.75 ,4.5 ,2.5 ,21 ,2014,"box, dust bag, authenticity card",We guarantee this is an authentic CHANEL Caviar Stitched Small Boy Flap Dark Orange or 100% of your money back. This chic bag is crafted of caviar leather with a double diamond stitch and a peripheral framed quilting. The bag features ruthenium adjustable chain link shoulder straps with a shoulder pad and ruthenium hardware including a Boy CC press lock. This bag opens to a orange fabric interior ideal for day or evening wear with the timeless style of Chanel!,Very G,"Corner wear, edge wear , marks, faint scuffs",Faint scratch(es),Marks,Scuffs,
Denim Quilted New Medium Boy Flap Black,https://www.fashionphile.com/chanel-denim-quilted-new-medium-boy-flap-black-489053,"
                                                    $2,235                                            ",Chanel,"4,200",489053,Crossbody,11 ,6.75 ,2.75 ,19.75 ,2015,"dust bag, authenticity card","We guarantee this is an authentic CHANEL Denim Quilted New Medium Boy Flap Black or 100% of your money back. This chic shoulder bag is crafted of quilted denim in black. The bag features an aged ruthenium chain-link shoulder strap with a leather shoulder pad. The front flap opens with an aged ruthenium boy CC push lock to a burgundy fabric interior with zipper and patch pockets. This is a stylish shoulder bag with a one of a kind look, only from Chanel!",G,"Corner wear, faded area(s), edge wear , pilling",Faint scratch(es),Creases,"Food odor, frayed stitch(es)",
