productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Togo So Kelly 22 Rouge Pivoine,https://www.fashionphile.com/hermes-togo-so-kelly-22-rouge-pivoine-498199,"
                                                    $3,510                                            ",Hermes,"7,250",498199,Shoulder Bags,9 ,4.5 ,12 ,,2012,dust bag,We guarantee this is an authentic HERMES Togo So Kelly 22 Rouge Pivoine or 100% of your money back. This chic tote is crafted of beautifully grained togo calfskin leather in red. The bag features a doubled looping shoulder strap that can be adjusted for cross-body wear with a silver buckle and a facing adjustment strap with a signature Kelly silver turn lock. The top opens to a spacious interior with room for your everyday essentials with the classical sophistication only from Hermes!,Very G,"Corner wear, smoothing of leath",,,,
Taurillon Maurice Amazone Evelyne TPM Capucine Gold,https://www.fashionphile.com/hermes-taurillon-maurice-amazone-evelyne-tpm-capucine-gold-504045,"
                                                    $2,180                                            ",Hermes,,504045,Crossbody,6.5 ,7 ,2.5 ,22.75 ,2020,dust bag,"We guarantee this is an authentic HERMES Taurillon Maurice Amazone Evelyne TPM Capucine Gold or 100% of your money back. This stylish smaller messenger bag is crafted of textured Taurillon Maurice calfskin leather in orange with a perforated Hermes H oval and features an adjustable brown canvas cross-body strap and palladium hardware. The top of the bag opens with a crossover strap to a suede interior. This is a beautiful messenger bag, ideal for everyday essentials, from Hermes!",New,,Protective plastic sticker(s) intact,,,
Swift Sangle Wooly Evelyne TPM Bleu Nuit Black,https://www.fashionphile.com/hermes-swift-sangle-wooly-evelyne-tpm-bleu-nuit-black-504577,"
                                                    $2,370                                            ",Hermes,,504577,Crossbody,6.75 ,7 ,2.25 ,22 ,2019,"box, dust bag","We guarantee this is an authentic HERMES Swift Sangle Wooly Evelyne TPM Bleu Nuit Black or 100% of your money back. This classic small shoulder bag is crafted of feutre swift in navy blue with a front perforated Hermes ""H"" oval. The crossbody bag features black leather trim, a black canvas shoulder strap with polished gold hardware. The top crossover strap and snap open to a matching interior. This is a very stylish petite messenger bag, with the right accent of classic sophistication, from Hermes!",New,,Protective plastic sticker(s) intact,,,
Taurillon Clemence Picotin Lock 22 MM Black,https://www.fashionphile.com/hermes-taurillon-clemence-picotin-lock-22-mm-black-465635,"
                                                    $3,715                                            ",Hermes,,465635,Handbags,8.75 ,8.25 ,7 ,6.5 ,,"box, dust bag, lock & key","We guarantee this is an authentic HERMES Taurillon Clemence Picotin Lock 22 MM Black or 100% of your money back. This chic tote is crafted of luxuriously soft clemence calfskin leather in black. The bag features a unique one-piece reinforced design, with leather top handles, and a matching, lockable crossover strap. The top is open to a spacious black suede interior. This is an excellent tote for everyday essentials, with the classic sophistication from Hermes!",Excell,,Faint scratch(es),,Scuffs,
Evercolor Constance 18 Anemone,https://www.fashionphile.com/hermes-evercolor-constance-18-anemone-484306,"
                                                    $9,950                                            ",Hermes,,484306,Crossbody,7.25 ,6 ,1 ,10.5 ,2019,"box, dust bag","We guarantee this is an authentic HERMES Evercolor Constance 18 Anemone or 100% of your money back. This stylish shoulder bag is finely crafted of evercolor calfskin leather in purple and features a shoulder strap and palladium silver hardware, including an H buckle closure on the front flap. The flap opens to a matching partitioned leather interior with a flat pocket. This is a bold yet sophisticated shoulder bag for everyday, with the distinct style from Hermes!",New,,Protective plastic sticker(s) intact,,,
Epsom Evelyne III PM Black,https://www.fashionphile.com/hermes-epsom-evelyne-iii-pm-black-390967,"
                                                    $1,975                                            ",Hermes,"3,375",390967,Crossbody,11 ,10.75 ,3.75 ,19.5 ,2013,,"We guarantee this is an authentic HERMES Epsom Evelyne III PM Black or 100% of your money back. This stylish cross body bag is finely crafted of black pressed epsom calfskin leather. It features a canvas fabric cross body strap, a front perforated Hermes H and palladium hardware including clasps for the shoulder strap. The top is open to a matching suede interior. This is a fabulous shoulder bag for everyday wear, from Hermes!",Very G,Scuffs,"Scratch(es) , wear on leather at snap","Surface wear , pilling","Musty odor, surface wea",
Swift Toolbox 26 Orange,https://www.fashionphile.com/hermes-swift-toolbox-26-orange-498202,"
                                                    $3,415                                            ",Hermes,"8,850",498202,Handbags,10.25 ,11 ,7 ,3 ,2013,"rap, clochette, lock, 2 key","We guarantee this is an authentic HERMES Swift Toolbox 26 Orange or 100% of your money back. This stylish tote is crafted of smooth swift leather in orange. The bag features rolled leather top handles, a detachable shoulder strap and silver palladium hardware including a frontal turn lock. The top opens to a matching leather interior with patch pockets. This is a stylish tote that is ideal for day, from Hermes! ",Very G,"Smoothing of leather , indentations",Protective plastic sticker(s) intact,Smoothing of leather,,
Swift Kelly Cut Clutch Pochette Black,https://www.fashionphile.com/hermes-swift-kelly-cut-clutch-pochette-black-428614,"
                                                    $8,950                                            ",Hermes,,428614,Clutch & Evening,12 ,5 ,1 ,0.75 ,2019,"box, dust bag","We guarantee this is an authentic HERMES Swift Kelly Cut Clutch Pochette Black or 100% of your money back. This chic clutch is crafted of fine swift calfskin leather in black. In the style of the Kelly handbags, the clutch has a leather strap handle, a cross over flap and strap closure with a gold plated turn lock. This opens to a matte black leather interior with a patch pocket. This is an excellent clutch, ideal for evening and special occasions, from Hermes!",New,,Protective plastic sticker(s) intact,,,
Taurillon Clemence Kelly Ado Backpack Black,https://www.fashionphile.com/hermes-taurillon-clemence-kelly-ado-backpack-black-377388,"
                                                    $12,500                                            ",Hermes,,377388,Backpacks,8.5 ,8.5 ,3.75 ,9 ,2018,"box, dust bag","We guarantee this is an authentic HERMES Taurillon Clemence Kelly Ado Backpack Black or 100% of your money back. This stylish backpack is crafted of calfskin leather with a cross over flap with silver plated hardware turn lock and strap anchors, with long adjustable leather shoulder straps. The top opens to a compact leather interior with a flat pocket. This is a chic backpack, ideal for everyday essentials, from Hermes! ",Excell,Marks,Protective plastic sticker(s) intact,Sizing marks,,
Negonda Garden Party Tote 36 MM Rouge H,https://www.fashionphile.com/hermes-negonda-garden-party-tote-36-mm-rouge-h-500206,"
                                                    $2,085                                            ",Hermes,"3,675",500206,Handbags,14 ,10.5 ,7 ,6 ,2015,dust bag,"We guarantee this is an authentic HERMES Negonda Garden Party Tote 36 MM Rouge H or 100% of your money back. This sophisticated tote is finely crafted of luxurious deeply grained calf leather in dark red. The bag features expandable sides and a matching leather trim that transitions into rolled leather top handles as well as a palladium snap. The top unsnaps to a spacious herringbone fabric interior with a wide zippered pocket. This is a practical yet glamorous everyday tote, from Hermes!",Very G,"Corner wear, edge wea",Faint scratch(es),Edge wear,,
Toile Cabag 32 PM Pink,https://www.fashionphile.com/hermes-toile-cabag-32-pm-pink-483462,"
                                                    $710                                            ",Hermes,"1,725",483462,Handbags,12.25 ,11 ,4.25 ,10.25 ,2011,,We guarantee this is an authentic HERMES Toile Cabag 32 PM Pink or 100% of your money back. This stylish tote is finely crafted of pink canvas. This features leather top handles and swivel leather shoulder straps with expandable sides. The top opens to a matching fabric interior with zipper and patch pockets. This is a marvelous tote that is ideal for everyday use from Hermes!,G,"Corner wear, structure loss , edge wear , pilling , marks",Scratch(es),"Scuffs , wear at resin glazing","Marks, pilling",
